mae,rmse,crps,dir_acc,coverage,interval_width,mase,actual,predicted,q10,q90,origin_price,as_of,horizon
14.355645318863637,14.355645318863637,6.519429647695177,0.0,0.0,5.177544061449012,2.5498459801854017,64.83999633789062,79.19564165675426,76.70270821539944,81.88025227684845,70.47000122070312,2025-05-07,30
18.587206277118,18.587206277118,8.562534400716201,0.0,0.0,5.339825165155517,3.8245275602493063,65.61000061035156,84.19720688746956,81.47001815742561,86.80984332258113,70.47000122070312,2025-05-07,60
25.220506694670135,25.220506694670135,11.8976519368384,0.0,0.0,5.487423218620066,4.776612220737803,65.19000244140625,90.41050913607639,87.72396258272438,93.21138580134445,70.47000122070312,2025-05-07,90
10.744829970252084,10.744829970252084,4.70603457330624,0.0,0.0,5.328383256754037,5.685097058285692,67.25,56.505170029747916,53.70876633412869,59.03714959088273,65.36000061035156,2025-06-05,30
19.959319917094064,19.959319917094064,9.252170002262917,0.0,0.0,5.301598574083691,29.351927881759618,66.04000091552734,46.08068099843328,43.491712150610304,48.793310724693995,65.36000061035156,2025-06-05,60
21.902070847317496,21.902070847317496,10.270001026680335,1.0,0.0,5.38166842558504,14.409252796898045,63.84000015258789,41.937929305270394,39.1375309131791,44.51919933876414,65.36000061035156,2025-06-05,90
13.537603666173418,13.537603666173418,6.113317939421383,0.0,0.0,4.768814090434397,26.544606823634656,66.16999816894531,52.632394502771895,50.306913502376915,55.07572759281131,65.66000366210938,2025-07-04,30
18.826789273352112,18.826789273352112,8.791807575819652,1.0,0.0,4.863101770545505,11.009799622264445,63.95000076293945,45.12321148958734,42.6111810786656,47.47428284921111,65.66000366210938,2025-07-04,60
15.889260485858422,15.889260485858422,7.263953770837582,1.0,0.0,5.024882003039352,7.788835119077874,63.619998931884766,47.73073844602634,45.250374059565814,50.275256062605166,65.66000366210938,2025-07-04,90
5.5270420997904495,5.5270420997904495,2.086828319843816,0.0,0.0,4.925646506133404,7.177936925110812,65.19000244140625,59.6629603416158,57.25995667624996,62.18560318238337,64.41999816894531,2025-08-01,30
4.308382551613249,4.308382551613249,1.5143781604361497,1.0,0.0,4.819961888649324,19.583448391075454,64.19999694824219,59.89161439662894,57.47308804295597,62.293049931605296,64.41999816894531,2025-08-01,60
7.104340327933329,7.104340327933329,2.9504702553013344,0.0,0.0,4.755280331538884,2.7969875735730607,61.880001068115234,68.98434139604856,66.70371363689868,71.45899396843757,64.41999816894531,2025-08-01,90
3.0618156754876367,3.0618156754876367,0.9211786420974608,0.0,0.0,4.489832712368113,2.23490369534476,63.84000015258789,66.90181582807553,64.62364496989964,69.11347768226776,65.20999908447266,2025-08-29,30
8.588714427868311,8.588714427868311,3.6643450657576637,0.0,0.0,4.546538773323718,2.2250551994306718,61.349998474121094,69.9387129019894,67.59402258012756,72.14056135345128,65.20999908447266,2025-08-29,60
13.3420971600885,13.3420971600885,6.100047799965144,0.0,0.0,4.264782140395553,37.06131816570847,64.8499984741211,78.1920956342096,76.05261507993272,80.31739722032827,65.20999908447266,2025-08-29,90
4.4863054802045355,4.4863054802045355,1.5780729970357745,1.0,0.0,4.737469836410682,7.870715582730373,63.619998931884766,68.1063044120893,65.63731819924875,70.37478803565944,63.04999923706055,2025-09-29,30
14.036825857910713,14.036825857910713,6.380408906116519,1.0,0.0,4.651864782155826,25.06569899180623,63.61000061035156,77.64682646826228,75.26762792153018,79.919492703686,63.04999923706055,2025-09-29,60
25.192656934884923,25.192656934884923,12.005413807238627,0.0,0.0,4.639660424683413,19.52917756231695,61.7599983215332,86.95265525641813,84.71594523333829,89.3556056580217,63.04999923706055,2025-09-29,90
7.2121073962699995,7.2121073962699995,2.986332564468905,0.0,0.0,4.598593607757948,2.691088373396441,61.880001068115234,69.09210846438523,66.77308570261116,71.3716793103691,64.55999755859375,2025-10-27,30
14.878608381769538,14.878608381769538,6.784428539609054,0.0,0.0,4.813899251954723,21.88041936995795,63.880001068115234,78.75860944988477,76.31259257086215,81.12649182281687,64.55999755859375,2025-10-27,60
21.442194854009173,21.442194854009173,10.117278211289925,0.0,0.0,4.504447512431483,15.651249322151104,63.189998626708984,84.63219348071816,82.37029108233102,86.8747385947625,64.55999755859375,2025-10-27,90
